FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2018","Industrial Courage","Guangzhou Wenchong Shipyard","Shanghai Merchant Ship Design &","CSSC (Hong Kong)","China","April 2018","99.99m","","9810329","7,498gt","3","","WinGD","W6X35-B, Tier II","1"
"SS 2018","Industrial Fame","Hudong-Zhonghua Shipbuilding (Group) Co., Ltd., / Guangzhou","Shanghai Merchant Ship Design &","CSSC (Hong Kong)","China","January, 2018","149.99m","15.3knots","9785378","16,729gt","1","23,477t","MAN B&W","7S40ME-B9.5 TII","1"
"SS 2018","Kairos","Hyundai Mipo Dockyard Co., Ltd","Hyundai Mipo Dockyard Co., Ltd","B.Schulte / Blue LNG","Korea","16 October 2018","117.10m","12.5knots","9819882","8,070gt","nil","9,026t","Four stroke, single acting, trunk piston, constant speed, non-reversible","9L20DF","3"
"SS 2018","Marshal Vasilevskiy","Hyundai Heavy Industries","Hyundai Heavy Industries","Gazprom Flot","Republic of Korea","31 October 2018","294.7m","19.5knots","9778313","118,423gt","nil","","Four stroke, single acting, trunk piston, turbocharged, intercooled, constant speed, non-reversible, dry sump, tri fuel burning","Wärtsilä 12V50DF / 6L50DF","12V50DF x 2 / 6L50DF x 2"
"SS 2018","Marvel Eagle","Kawasaki Heavy Industries, Ltd","Kawasaki Heavy Industries, Ltd","Mitsui O.S.K. Lines, Ltd","Japan","19 October 2018","299.90m","19.5knots with 21%SM","9759240","128,917gt","1","","Kawasaki Heavy Industries, Ltd","Induction motor","2"
"SS 2018","Marvel Falcon","Samsung Heavy Industries","Samsung Heavy Industries Co., Ltd","NYK / Mitsui & Co., Ltd","Republic of Korea","April 2018","293m","19.5knots","9760768","114,000gt","1","","WinGD","6X62DF","2"
"SS 2018","Morviken","Samsung Heavy Industries","Samsung Heavy Industries","Viken Crude AS","Republic of Korea","April 2018","274.3m","14.5knots","9817494","81,000gt","1","","Consilium","MAN 6G70ME-C9.5","1"
"SS 2018","Nautical Deborah","Jiangsu Hantong Ship Heavy","Shanghai Merchant Ship Design &","Reederei NSB","China","28 July 2018","227.98m","14.0knots","9794836","46,372gt","1","91,341.9t","MAN","6S60ME-C8.5","1"
"SS 2018","New Golden Bridge VII","Hyundai Mipo Dockyard Co., Ltd","Hyundai Mipo Dockyard Co., Ltd","Weidong Ferries","Korea","10 September 2018","196.13m","23.50knots","9813254","30,322gt","nil","18,480t","HiMSEN","12H46/60VP(Tier II)","2"
"SS 2018","New Shidao Pearl","Huanghai Shipbuilding Co., Ltd","Shanghai Merchant Ship Design &","Shidao International Ferry","China","10 February 2018","169.90m","20.3knots","9812767","19,988gt","nil","16,728t","Wärtsilä","12V32E","2"
"SS 2018","Pola Makaria","OJSC Shipyard Krasnoye","Marine Engineering Bureau","Pola Group","Ukraine","24 May 2018","140.88m","10knots","9849423","6,266gt","4","10,395t","Diesel engine","6L20","2"
"SS 2018","Sabre Trader","Yangzijiang Shipbuilding","Shanghai Merchant Ship Design &","Lomar Shipping","China","September 2018","172m","18.5knots","9817884","19,035gt","1","","Changzhou","WinGD 6RT-Flex58T-E","1"
"SS 2018","Saint John Paul II","Incat Tasmania Pty Ltd","Revolution Design","Virtu Wavepiercer Limited","Tasmania","4 January 2019","110.6m","37.5knots","9817274","9,044t","nil","2,490t","ZF","MTU 20V 8000 Series M71L","4"
"SS 2018","Sao Diana","Hyundai Heavy Industries","Hyundai Heavy Industries","Polaris Shipping","Republic of Korea","2 August 2018","333m","14.5knots","9822255","","2","","Hyundai","Hyundai-MAN B&W 7G80ME-C9.5","1"
"SS 2018","RRS Sir David Attenborough","Cammell Laird","Rolls Royce Marine AS","UKRI – United Kingdom","Norway","2019","128.90m","","9798222","15,984gt","nil","16,582t","","",""
"SS 2018","Sunflower Satsuma","Japan Marine United","Japan Marine United Corporation","Ferry Sunflower Ltd","Japan","27 April 2018","192m","23.0knots","9797010","13,659 (Japanese)","1","","SEMT-Pielstick","12PC2.6B","2"
"SS 2018","Titus","Tianjin Xingang Shipbuilding","Deltamarin Ltd","Wallenius Wilhelmsen","Finland","31 May 2018","199.9m","20.0knots","9700512","73,358gt","nil","","MAN B&W","8S60ME-C8.2","1"
"SS 2018","Tropic Hope","Guangzhou Wenchong Shipyard","Shanghai Merchant Ship Design &","Tropical Shipping LLC, USA","China","November 2018","159.73m","20.0knots","9809904","15,215gt","1","27,546t","MAN B&W","6S60MEC8.5 TIER II with HPSCR","1"
"SS 2018","W B Yeats","Flensburger Schiffbau-","FSG / OSK ShipTech (Interior) / Minima, Ireland (Colour, Restaurant)","Irish Ferries Limited","Germany / Denmark / Ireland","12 December 2018","194.80m","22.5","9809679","51,388gt","nil","25,315.97t","Medium-speed diesel engine","8M43","4"
"SS 2018","Yuan He Hai","Shanghai Waigaoqiao","Shanghai Merchant Ship Design &","China Ore Shipping","China","18 January 2018","361.90m","14.5knots","9806873","203,403gt","20","453,463.2t","MAN B&W","7G80ME-C9.5-TII","1"
